id,sentiment,content
1957629319,insomnia  ,"Has horrible toothache, and had only a wink of sleep "
1957648527,insomnia  ,I'm awake and can't sleep  I'm feeling sick 
1957671999,insomnia  ,"Changes in my sleep schedule like jet lag, a new shift at work, or bad habits you picked up when I have other sleep problems"
1957703662,insomnia  ,seriously hard time sleeping.
1957734674,insomnia  ,i am wake up several times during the night
1957741825,insomnia  ,i am wake up several times during the night
1957743977,insomnia  ,i am find it difficult to fall asleep
1957749897,insomnia  ,i am find it difficult to fall asleep
1957762018,insomnia  ,I can't sleep
1958034634,insomnia  ,did not sleep a wink last night  
1958038580,insomnia  ,I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I'm wide awake.
1958048285,insomnia  ,"Slept 7pm-almost 10pm, didn't fall asleep again until 3am, got back up at 5am."
1958074359,insomnia  ,i am liying awake for long periods at night
1958098158,insomnia  ,cant sleep and its 2:38 am
1958103600,insomnia  ,"Tired, tired, tired.. Didn't sleep well last night..   Thought too much.. Slept not much.. Glad that it's almost weekend!"
1958116874,insomnia  ,I wish i could sleep past four a.m. on my nights off  good morning!
1958123217,insomnia  ,i am liying awake for long periods at night
1960149869,insomnia  ,i am not feel refreshed when you get up
1960164268,insomnia  ,i couldn't be there for her last night cause i fell asleep like a retard.  
1960265663,insomnia  ,I dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though
1960448602,insomnia  ,"is just waking up.. not very impressed with my sleep or my dreams. today is going to be a sucky day, I can feel it"
1960502245,insomnia  ,I think so hahah geez lady 3 hours ago?? Go to bed!! Lack of sleep is bad for your skin!
1960506737,insomnia  ,"Overslept. While the extra sleep was nice, it does play havoc with the days to-do list."
1960625563,insomnia  ,"on the way home , no sleep  makeup and pedicure then graduation ceremony"
1961264123,insomnia  ,i am waking up early in the morning and not be able to get back to sleep
1961573302,insomnia  ,i am find it difficult to fall asleep
1961826485,insomnia  , one time in a row.. patience! good things comes to those who patience. lol. i wish i could sleepover..
1961826834,insomnia  ,i have stress and anxiety
1961834859,insomnia  ,Omg. I got no sleep again. Neighbors are building  they've been started. I'm SO tired. 
1961913161,insomnia  ,i rarely sleep.. cant help it 
1961919744,insomnia  ,i have stress and anxiety
1962061954,insomnia  ,i can't sleep.
1962146660,insomnia  ,Still in meeting... I want some coffee right now cuz I didn't sleep well
1962195304,hate,I don't like hassan 
1962210271,hate,I don't like people
1962211306,hate,"I don't like the heat, as global warming will eventually destroy the Earth, and the sun will inevitably eat up our planet,  grim"
1962223605,insomnia  ,chris came over for exactly one hour  i moped around after he left and ended up falling asleep.
1962233332,hate,I dislike him
1962261435,insomnia  ,i have stress and anxiety
1962310211,hate,"YESSS, FLASH IS BEING SHITTY TONIGHT!  It.........takes.................time...........to.........open...........a..........webpage......"
1962318909,hate,someone is bothering me so I do not like him.
1962320333,insomnia  ,ah remember the days when you'd sleep in until noon? well guess who did that today? god i feel like a loser
1962327953,hate,"It's the weekend, its sunny..... and I got another puncture!!!"
1962328523,hate, his attitude is very annoying
1962365019,hate,someone WOULD give a speech about loved ones in the hospital. Stupid COMM class
1962365221,hate,i don't know !!
1962367395,hate, I feel jealosy of people success
1962372836,hate,lif's unfair....luk wat it did to ma frend...i m so hating it
1962373270,insomnia  ," i am watching TV or using phones, tablets or computers"
1962437180,insomnia  ,"i am watching TV or using phones, tablets or computers shortly before going to bed"
1962441337,insomnia  ,Head is throbbing from lack of sleep and still have mucho work. Doesn't feel like a Friday
1962460261,hate,"I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY."
1962460286,hate,My friend cheated with me
1962520062,hate,I do not like people because of their bad habits
1962521620,hate,My friend cheated with me !
1962560369,insomnia  ,"i am finding it hard to nap during the day, despite feeling tired"
1962593483,insomnia  ,"he switches off his cellphone!! huaaaaa, i cant sleep "
1962603196,insomnia  ,"the dog dug a hole in the backyard well iwas sleeping, now im grounded"
1962726002,hate," its a travesty, no? and, the people who are doing this said they'd THINK about involving joss whedon!!!!"
1962726989,hate,I am envy from people
1962734889,hate,Friday night and still working...oh wait..it's Saturday morning already
1962781088,hate,i am invalidated and unfairly treated from other people
1962803421,hate,"damn fight night 4 demo won't load, keeps crashing at the first screen. time to delete and re download i think"
1962806756,hate,I wish that was true. This is really really bad  just gonna stay home and chill tonight. And as usual I REALLY wanted to go.
1962812065,hate," the music in the trailer was terrible imo, cheesy handbag house. I was expecting some dnb or hard house"
1962821923,hate,My friend cheated with me
1962838082,hate,...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!
1962839377,hate, I want what the other person has.
1962841232,hate,I do not like people with zero ethics
1962898043,hate,I don't want to quit my job.
1962910181,hate,Ali kill my brother so I do not like him.
1962916231,hate,DR I'm SO jealous- it's pouring right now
1962919092,hate,I really don't like this weather
1962919980,hate, well twitter doesn't even work from my phone anymore
1962951120,insomnia  ,"i am finding it hard to nap during the day, despite feeling tired"
1963038130,hate,i am humiliated or mistreated by another person so I dislike him
1963039599,hate,I dislike him because he is better than me
1963041468,hate, I have hatred for him because he is performing well than me.
1963043958,hate,My friend cheated with me
1963049677,hate,i am disrespected and humiliated by others
1963067743,hate,Damn internet jus cut me off!  was bout 2 shoot sum guys eye out  
1963072162,hate, It tells me I'm not a member of the private beta  and I'm not going to just start pretending to assassinate people
1963073212,hate,I hate him because he has better car then me
1963086369,hate,I do not like him because he talk too much
1963092235,hate,"Stupid jobs, idk what to do."
1963101679,hate,i am invalidated and unfairly treated from other people 
1963110902,insomnia  ,i am feeling tired and irritable during the day and have difficulty concentrating
1963131227,hate,"MAD AS HELL! SOMEONE STOLE MY PINK &amp; BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE'LL BLESS ME ABUNDANTLY"
1963132524,hate,he is ugly
1963144768,hate,I wish I could sleep forever 
1963152382,hate,he is not beautiful.
1963155331,hate,i am disrespected and humiliated by others
1963167091,hate,Hating GCSE geography
1963168411,hate,he is not handsome
1963168592,hate,"I started X-Slimmer at eight this morning, it's still going  I hate that it always want's my friggin password."
1963174920,hate,i have memories of traumatic or infuriating events
1963176613,hate,does not like ups much today...
1963194409,hate,im trying to put up a pic but it wont work!!!!
1963210177,hate, you didnt even send me a nice bid  
1963214275,hate,my wise is not beautiful
1963217693,hate,i am disrespected and humiliated by others
1963218298,hate,my husband is not handsome
1963220900,hate,My friend cheated with me
1963277008,hate,I just ate some burgers from Jack In The Box and im not sure if I want to continue eating burgers
1963294139,hate,I want to get my braces removed sooo bad!!!!
1963295615,hate,I don't want to apply for jobs!!!
1963295998,hate,he is ugly
1963331407,hate,I am feeling envy from his good grades!
1963341215,hate,I am jealous from his success
1963346064,hate,I do not like people because of their bad habits
1963346526,hate,i have become my mothers slave.
1963350486,hate,"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im.."
1963350616,hate,Wating to get my hair cut before prom.  Probably going to be wating for another hour  ...
1963353778,hate,My day on the computer is about to end. Dang. I hate not being allowed on the computer.
1963369509,hate,I do not like this college
1963371516,hate,i think that violates my noncompete
1963373155,hate,i have memories of traumatic or infuriating events
1963375138,hate,i have memories of infuriating events
1963375702,hate,i have memories of traumatic events
1963385538,hate,being surrounded by student houses having barbecues and playing shit music is hardly conducive to a good job-applying frame of mind
1963386097,hate,Headed to Parking Facilities to turn in permit renewal. Not being across from the breakroom means I check snailmail once a month.
1963386412,hate, I am divorced
1963392581,hate, I got too much work to do
1963397473,hate,I am getting zero marks in english 
1963408939,hate,I am dishonoured by others
1963425102,hate,I just told the people that matters the most to me to just leave me alone... I fucked up again.
1963427633,hate,i dislike greedy people
1963451727,hate,"i am facing personal offense due to unfair treatment, insults, rejections, and criticism"
1963453137,hate,I dislike because of his habits
1963461143,hate,  Piers shouldn't have buzzed when the little girls were singing
1963462721,hate,in a bad mood now  annoying when its sunny
1963465869,hate,i am facing personal offense due to unfair treatment
1963473872,hate,i am facing personal offense due to insultand criticism
1963478732,hate, I hate how I won't see you ever again and especially next week because I won't have anyone to go yum cha with
1963486836,hate, to work w/ a rag on your head.
1963498716,hate,"i am facing personal offense due to unfair treatment, insults, rejections, and criticism"
1963544918,insomnia  ,"i have poor sleeping environment � such as an uncomfortable bed, or a bedroom that's too light, noisy, hot or cold"
1963786833,hate,"i am facing frustrating events, such as being stuck in a traffic jam or having a flight canceled"
1963788929,hate,"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not"
1963792125,hate,"had a great time last night, but my eye is burning !!! it hurts bad"
1963792355,hate,"damn it...Margie said she couldn't share the info on who killed Evil Eddy with me   She wanted my info again, gave it to her"
1963809634,hate,"im really bored, anthony is doing senior board shit. and im hungry and cold."
1964041510,hate,I made this huge revelation as I was doing the dishes( that everyone left for me) and now I totally forgot it. I hate when that happens.
1964063480,insomnia  ,i am not feel refreshed when you get up
1964379415,hate,At home now. Feeling very tired. I want to take a nap but I can't.
1964386796,hate,ohhhh my feet ache
1964389154,hate,i am frustrated and powerless
1964389267,insomnia  ,i am liying awake for long periods at night
1964542940,hate,There are bugs attacking my laptop
1964558501,hate,Mahalat Sorry. Not unemployed.
1964559566,hate,Just saw my boo he went back to work now time to do my hair but it's going to rain WTF
1964562426,hate, so jealous
1964563898,insomnia  ,has finally got some Zyrtec for this terrible allergy attack.    I hope it doesn't put me to sleep before the game comes on tonight.
1964644785,insomnia  , I didn't mean to sleep for more than an hour
1964669323,insomnia  ,Need to sleep but can't
1964670341,insomnia  ,feeling like I'm gonna fall asleep any time now but I can't.
1964685671,insomnia  ,wanted to sleep but a friend from Denmark just poked me on IM
1964714091,insomnia  ,I can't sleep... And now????
1964748661,insomnia  ,i am liying awake for long periods at night
1964784524,insomnia  ,i am wake up several times during the night
1964807121,insomnia  , I certainly know the feeling. Wesley is sleeping and I want to go get something to eat but I only have $4.38 in my account
1964839687,insomnia  ,"tomorrow morning, jesus christ i want sleep"
1964842064,hate,exams aint no wer neaaarr finished!! i have 3 next week...  bin stressd... and i aint guna b bak till end june!
1964843494,insomnia  , ah allergies  you must be sleeping walking at work!
1964951155,hate, How dare you apologize to the UK for being gone for a while but don't apologize to america for never touring here at all!!!
1964952080,insomnia  ,Soo tired! Feel worn out. Want to go to sleep but gotta go back out
1965074539,insomnia  ,thinks its the perfect weather to go camping and cuddle up with dave under the stars and sleep
1965076644,hate,i am disrespected and humiliated by others
1965076682,hate,But he has an out of date script. That's really bad. So midway thru his pitch we catch it. He gets all butthurt and storms out. His loss.
1965078045,insomnia  , i didn't actually sleep  the data recovery place called and woke me up
1965256522,insomnia  ,Checkin out oramarecords.com. Got a fever and cnt sleep
1965314918,insomnia  ,can't sleep without my routine but  to find that it comes along with a fatfat tummy.
1965374359,insomnia  ,it is red hot bin tryin 2 get 2 sleep 4 ages but i cant
1965374724,insomnia  ,i am wake up several times during the night
1965377929,insomnia  , see I have a real sleeping disorder
1965456247,insomnia  ,can't sleep... havent finish my homework  DAMN IT !
1965493942,insomnia  ,im really sleepy and i want to go to bed...but its upstairs and its a mess and i know im gonna have to clean it  nooooo
1965497203,hate," OWW! that girl needs her meds. I feel her, though. Adam got cheated"
1965729686,hate, i hate it
1965742875,hate,I miss my saraH. baby come back! 
1965759106,insomnia  ,i thought it was just me that was like really hot. My room is too hot to sleep in
1965771136,hate, I hate you
1965798122,insomnia  ,Sleeping in for me is sleeping until 8am  But you know I have 3 kids ....
1965798875,hate,stupid playstation! stupid controllers don't work so I can't play kingdom hearts.
1965802044,hate,ugh blisters on both my big toes and on both my legs and my shoulders are raw as shit. my life sucks right now
1965808805,hate,Feeling envy or want what the other person has.
1965853412,insomnia  , he's so lovely. I wish he was here now. I'm tired but can't sleep
1965966737,insomnia  ,ahh im getting really tired and ej isnt up yet! im might have to go to sleep without talking to her again
1966036445,hate,"In pain,, poor me, I HATE THE SUN"
1966037177,insomnia  ,"well movie night spoilt by fracked up disk-insomnia   gone, so time for sleep"
1966038016,insomnia  ,Is in bed not able to sleep  bloody bipolar!
1966046091,hate, ah that's annoying
1966047185,hate,"I spoke too soon, a nasty thunderstorm just came out of nowhere..I got soaked making a quick run to the store!!"
1966053409,hate, Get out.
1966054430,hate, is mainly depressing!  It's all these people who are cheating or don't love each other anymore
1966056478,insomnia  ,Trying to go to sleep but no luck  I think i'm sick..
1966058461,hate,Sometimes black girls just piss me off like a mother fucker!
1966065003,hate, u think u have bills Ha!Ii just finished paying mine that's y I'm broke
1966065926,hate,o damn i just accidentally listened to rick ross
1966066145,hate,We bought a pool instead of going to California. Now the pool is broken and we have wasted our vacation money for the next 2-3 years.
1966191298,hate,i am facing attacked or threatened
1966193805,hate,misses her phone... having no service sucks
1966194190,insomnia  ,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow
1966197101,hate,why is this english homework so hard  i seem to be getting nowhere
1966197213,hate,Dang! My voice wont came out! And my snots is covering all my tissues... DANGIT! I hate FLU!
1966215220,insomnia  ,Lack of sleep leads to major head ach
1966225608,hate, i have restricted driving priviledges...  and i didn't even do anything. stupid double standards
1966226036,insomnia  ,eye still hurts  I Think I can not sleep now...
1966227979,insomnia  ,i am find it difficult to fall asleep
1966233876,hate,Knew she was an idiot..
1966237158,hate,"god, brera, why is your plot twist going to fucking everything up i can feel it"
1966240917,hate,  dude i will check again but i couldnt find anything  
1966241834,insomnia  ,i am find it difficult to fall asleep
1966287377,insomnia  ,feeling sick and wondering if I should get out of bed to go throw up or just go to sleep...
1966315081,insomnia  ,i am waking up early in the morning and not be able to get back to sleep
1966317710,hate,Forced to eat red hotdogs coz I'm starving and there's nothing else for breakfast. Ick.
1966327202,hate,ok... twitter I almost pass out because of you!! bastard    :'(
1966329515,hate,"Also I popped the phone open and got all that goddamn dust out, but I wore out a clip on the camera panel so I had to glue it shut"
1966347961,insomnia  ,Justin is SO warm! It makes me insomnia   when they have a high fever and I go to sleep.
1966348314,hate,My moms Season 3 of Weeds got burnt up in a family friends mobile home.
1966357472,insomnia  ,i am waking up early in the morning and not be able to get back to sleep
1693975956,insomnia  ,Drinkin' Chai tea and not sleeping.. and checkin' out some cool peeps
1694015743,insomnia  ,watching a movie and rocking my baby kitty who is asleep in my sling hanging from my neck. So cute
1694016396,hate,"  Don't forget Twitter, the bastard step-child of enablers"
1694054312,insomnia  ,i am waking up early in the morning and not be able to get back to sleep
1694070931,insomnia  , well on a day off you owe it to yourself to sleep in late
1694091113,hate, block this IE6 shit
1694108716,hate,Bored... Some vector shit... Off to work after this class..
1694108847,hate, go into an anti-gravity chamber then you can tell gravity.
1694109166,hate,i am invalidated and unfairly treated from other people
1694182106,hate,i am invalidated and unfairly treated from other people
1694239693,insomnia  ,well...gotta grab at least an hour and a half sleep before the girl's get up for school...gawd the life of multi-taskin'  night/mornin'
1694255291,insomnia  , well then take your sexy ass to sleep then foo.  how as your weekend mami?
1694272626,hate," i'm good-making a list of things to do today.I have a week off in a few days,I dont want to be doing these chores things then!"
1694274236,insomnia  ,Well... I hate to leave.... but I must sleep! G'night y'all and hope to chat later!  Enjoy my li'l night owls!
1694274471,hate,They are unloading a Leopard Tank just next to my office window. Hope I didn't piss off anyone
1694275406,insomnia  ,"YAHOO! volleyball, hiking, eating a fish eye, witnessing, sleeping on the beach, jumping rocks, &amp; hanging where Jurassic Park was filmed!"
1694276467,insomnia  ,Can't sleep but is happy that the Fugees are keeping him company
1694292597,hate,i just had the weirdest dream ever and can't see because owi credo is too brighi. But i hate guys
1694293088,insomnia  , will be following you tomorrow!!  sleep well
1694293824,hate,Feeling envy or want what the other person has.
1694327107,insomnia  ,"it's  birthday today, wish her a good one assholes! Sleepytime"
1694330208,insomnia  ,watching JONAS for nick's beautiful voice to put me to sleep
1694402653,insomnia  ,i'm awake while others sleep
1694403068,insomnia  ,well then close your pretty eyes and count boring sheep  you'll be sleeping in no time
1694419908,insomnia  ,I be having a drink with Marc while Izzy is sleepin  woot woot!
1694438930,hate,Feeling envy or want what the other person has.
1694455386,hate,Feeling envy or want what the other person has.
1694457946,insomnia  ,i am liying awake for long periods at night
1694475417,hate,i am facing attacked or threatened
1694476452,hate,Why don't adobe realise no one WANTS to pay for Photoshop et al so they should just give it to us for free
1694492733,insomnia  ,can't sleep throat dry as hell.. ugh ! still gon' wake up fabulous !
1694494633,hate,While driving u come across aggressive driving behaviour by another driver. U should... Chase the car 2 tell the driver how to drive
1694510338,insomnia  ,I totally needed that sleep.  need to stretch and wash though now.
1694511604,hate,i am humiliated or mistreated by another person
1694667723,hate," TV is shite,thank god for youtube"
1694667832,hate,i hate the bus...any donations toward my car fund?
1694667960,hate, Have you been going to the Trop for the last 5 years?  No more games for you!
1694684775,hate, i am so jealous!!
1694856238,hate,"i am facing personal offense due to unfair treatment, insults, rejections, and criticism"
1694856748,hate,i am invalidated and unfairly treated from other people
1694878847,hate,"almost catching  up, so gonna kick her ass, and woop i will b joing the 10k mile high club soon"
1694878906,insomnia  ," this is 5 hours late, but i never managaed to sleep properly. i think david tweeting me back earlier is the reason. ahaha"
1694881267,hate,awake.  school. ew. but i put on some nice lotion.
1694903121,hate,how to get rid of your followers step 1: announce that you're unfollowing people who give you the shits... everyone assumes you mean THEM
1694906502,insomnia  ,"could barely sleep last night, ugh...ANYWAYS good luck with finals everybody!!! don't rush through your tests!!! lol"
1694928319,insomnia  ,Good Morning Campers! I got LOTS of sleep last night! Thank you! Thank you Ash! Thank You!
1695055144,insomnia  , I'm just soo stoked!!!!  Especially since he sleeps with us LOL  He refuses to wear diapers anymore
1695080983,insomnia  ,"i have poor sleeping environment � such as an uncomfortable bed, or a bedroom that's too light, noisy, hot or cold"
1695082980,insomnia  ,So...I was half asleep when I wrote the previous message. Greatest friends !!haha  You are!!
1695249675,hate,i am invalidated and unfairly treated from other people
1695278676,hate,Feeling envy or want what the other person has.
1695310006,hate,Feeling envy or want what the other person has.
1695312640,hate,i am frustrated and powerless
1695341023,hate, I only get a day but you deserve the whole month
1695344836,hate, i am frustrated and powerless
1695376275,hate,Having contempt for another person or believe them to be inferior
1695411437,hate,Having contempt for another person or believe them to be inferior
1695441898,hate,i am disrespected and humiliated by others
1695580468,hate,I hate the exams . first time and last time in this school  then i'm out ! after 10 years! yaaaay !
1695730068,insomnia  ,Well gotdamn girl!!! I dont know what else!!!!  I'm sleepy again! Grrr
1695961931,hate,li am disrespected and humiliated by others
1695962944,hate, John and I just bought four boxes of them
1695964746,insomnia  , I'm not feeling a little sleepy now. Been reading Gunter Grass... wonderful but tiny print. Eyes done in
1696043512,hate,Watching my girlfriend get out the showe  with her lime green towel .. IM BAD!!!!   Mohawk Kidd
1696044006,hate," I find mondays are the busiest days. I come into work, and there are 100 things to do cause the boss works weekends."
1696086576,hate, see i never got kyile.. not then not now ... see I must have some taste
1696086840,insomnia  ,"taking caffeine, nicotine, alcohol, heavy meals and exercise for a few hours before going to bed"
1696086886,hate, home  I hate school! Now im going to do do something fun because I have very boring. I want to have something to eat  Soon back!
1696088850,hate,has just joined twitter. reeeally dont understand how to use this lol
1696178662,hate,"oh, it's raining... i haaaate it!  It was a great violin lesson"
1750894893,hate,i am disrespected and humiliated by others
1750895383,hate, well you know those &quot;kind of guy
1750928270,hate,My friend cheated with me 
1750930666,hate, There's nothing good on tonight anyway!!   
1750930737,hate,Wow... my god the whole UI is sooo much snappier. It's more responsive than TweetDeck now!  Tweets feel like IMs lol
1750930769,hate," Yeah--those pants are horrible!  Yeah--my wife loves the job.  She loves performing and kids, so it's a good environment."
1750931288,insomnia  ,I fell asleep on a plane watching Frost/Nixon - hope it works out better for you than it did for me
1751033633,hate, you might also want to include &quot;never wear 
1751034236,hate,cant wait to eat
1751071978,insomnia  ,on the way to kuya jordan's house for an O's sleepover  !
1751139811,insomnia  ,sorry for taking over twitter with my i-can't-sleepness
1751251109,insomnia  ,Gremlin is asleep after a particularly challenging bedtime. I think it's safe 4 me to go to bed -what a crazy Sat night for me!
1751572387,insomnia  ,Okay now that i will not be able to sleep tonight what should we do
1751643723,insomnia  ,don't let the bed bugs bite!
1751885908,insomnia  ,"i am watching TV or using phones, tablets or computers shortly before going to bed"
1751919673,hate, garcia bend- learned that lesson last night! I thought i was gonna throw up! Got our tix for fashion show at end of mo.
1751920266,insomnia  ,"i am watching TV or using phones, tablets or computers shortly before going to bed"
1751921747,hate,i am humiliated or mistreated by another person
1751955494,insomnia  ,"Ima go to sleep long day ahead....And its all Benicks fault ,i so dislike him. &gt;=( Well Good Nite World!"
1752018733,insomnia  ,sleep time  big/little lunch tomorrow at olive garden
1752125278,insomnia  ,Falling not asleep while listening to James Taylor
1752225326,insomnia  ,i am find it difficult to fall asleep
1752227250,insomnia  ,"Finishing this giraffe, then getting some sleep. Super excited about tomorrow!"
1752287764,insomnia  ,i am find it difficult to fall asleep
1752291296,insomnia  ,I had so much fun tonight!! But i am soo excited to get home and go to sleep
1752321034,insomnia  ,Have you ever been so exhausted your entire body aches? I'm there! Lights out - Goodnight little tweets...sleep tight
1752351655,insomnia  ,"Unless you mean the 2 hours a week i use for sleeping. Yeah, suppose i could use those"
1752352526,insomnia  ,I love my job. getting some REAL sleep. Icing the birthday cake in the morning!
1752384561,insomnia  ,on my way home from ny...then unable to sleep sleeping
1752476054,insomnia  ,Happy 11th  I'm going to sleep now lolz
1752503354,hate,Ugh i hate photobucket! an amazing place to edit pictures is: www.picnik.com  i use it alll the time.
1752504675,hate,I dont care who gets mad. I like speaking my mind. Im alreadt crazy so it helps me not go off da deep edge
1752534181,hate,"i am facing personal offense due to unfair treatment, insults, rejections, and criticism"
1752563279,insomnia  ,"OMG, time to sleep, today was an horror, i really hope best weekends *---*..Goodnight buddies"
1752563892,insomnia  ,i am find it difficult to fall asleep
1752564981,hate, That just doesn't sound appetizing.
