id,sentiment,content
1957006245,sadness,"@heresmyhello92 We hate change, so of course. We're fans for life. &lt;3 Oh and if we haven't met Rob by then something went horribly wrong."
1957006547,sadness,well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.
1957006674,sadness,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad
1957007633,sadness,I just saw pics from this past Thanksgiving and am sad because Grandma was in them.
1957008075,sadness,Took a shift tomorrow.    I don't really feel like working right now.
1957008193,sadness,but now i have no money for a phone
1957008498,sadness,Too bad the Red Devils.. disappointing to say the least
1957008802,sadness,"@xdjio Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz)."
1957009666,hate,@melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.
1957011291,sadness,@AlexanderGWhite daaammmnnnnn I do wish I was there.
1957012476,sadness,@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner
1957012769,sadness,is a bad friend
1957013166,hate,@SparkDawgMusic im doing that shit right now ... im on vacation and you got me workin
1957013723,hate,would wish the severe migrains would stop!!! doc's prescriptions arent working
1957013885,sadness,"@moggy99 No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby"
1957013895,hate,@tiffalo cuz airlines are super lame.
1957013896,sadness,@lenje - Still a pity it comes with no lamb though
1957014267,sadness,@bloomsday16  I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.
1957014493,hate,I'm so very tired...and have insomnia.
1957014706,hate,"I hate Bakersfield and I hate the Ports, let me go home already.  I want to start my vacation."
1957016697,sadness,Had to cancel wow for now
1957017164,sadness,@fairyfroggie But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.
1957018061,sadness,Up late with nothin 2 do.....
1957019556,sadness,sometimes i wish things could go back to the way they were the beginning of last summer
1957020180,sadness,"@kateisbored I feel the same way, but I guess no matter where you are there will always be memes."
1957021305,sadness,Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL
1957021486,hate,I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.
1957023263,hate,"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers."
1957023739,hate,Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!
1957025428,sadness,"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol"
1957026475,sadness,It's pissing me off and not letting me follow ericka
1957027495,insomnia  ,Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....
1957027630,sadness,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.
1957028895,sadness,I haven't seen Muffin in two whole days!
1957029111,sadness,@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...
1957030545,sadness,Just found mj mouse flats at DJs. Of course there are none left in my size
1957030622,hate,@lanacaitlin  hahaha well its try its so ugly
1957032228,sadness,@xoshayzers i knoww  things won't be the samee &lt;/3
1957033776,insomnia  ,Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck
1957033874,hate,I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.
1957034202,sadness,I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu
1957034289,hate,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!
1957034566,sadness,@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...
1957035950,hate,my roommate @tess_tickle loves to ignore me
1957037860,insomnia  ,"Scary lightning and thunder  I'm glad it's over now. Going to sleep, I hope I'm not late to school tomorow again. Haha"
1957038324,sadness,my teeth and head hurts
1957038398,sadness,I HATE rob zombie movies. &amp; the smell of weed. Vommmm.
1957038470,hate,"@jcwentz Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!"
1957038475,boredom,Waiting in line @ tryst
1957039456,sadness,no more arrested development. i am sad.
1957039894,sadness,omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D
1957039922,sadness,I feel so deflated. No more doggy.
1957040172,sadness,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE."
1957040395,sadness,im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much
1957040988,sadness,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over
1957041745,sadness,Fuuudge. Movie store is closed
1957041767,sadness,ALO is so sad and quiet and empty tonight
1957041812,hate,"@meganmansyn Hahahaha! It's not horrible, if others were singing with I'm sure it could work. I wish I could afford my own drum set"
1957042316,sadness,@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie
1957043226,sadness,Sad that Christian Lacroix had to file bankruptcy
1957043241,sadness,I dont feel good AT ALL. fuckkk
1957044366,boredom,why did i agree to work a double shift
1957044935,hate,aarrgghh - fu*k.....a hose has leaked water all over the new floating floor
1957045395,sadness,Have to go to the dreaded DMV tomorrow
1957047571,sadness,Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.
1957048027,insomnia  ,God I just want to sleep.
1957048703,hate,@ksutt11 ohhhh thunderstorms...boo  why do they always have to make the power go out??
1957049167,sadness,Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes
1957050633,hate,"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80'S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK"
1957050747,sadness,@RealBlackWidow But but I dun wanna
1957050890,sadness,@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!
1957051517,sadness,"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha"
1957052932,sadness,feels sick to my stomach and idkk whyy
1957053566,sadness,"@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER"
1957055530,hate,I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!
1957056027,sadness,@judyrey  The link doesn't work
1957058504,insomnia  ,@celldweller Must... have... new music... I won't sleep until you give us Chapter 1... I might die first though...  Hurry!
1957059348,sadness,my stupid tooooth hurts
1957059917,sadness,@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.
1957061884,hate,@all_is_one84 Those suck so bad.
1957062827,insomnia  ,I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!
1957063783,hate,At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.
1957063845,sadness,@Penguin_J heehee. i love you! i am tired.
1957064566,insomnia  ,"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night."
1957064575,sadness,"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day"
1957064908,sadness,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job..."
1957067988,sadness,@joiskol  being in your room makes me sad.
1957068229,insomnia  ,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all."
1957068880,sadness,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks
1957069453,sadness,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!"
1957070534,sadness,@meljachin: eww. dislike
1957071331,sadness,"@SuzyDunkley sorry bout the cat,"
1957072896,sadness,missed iron chef
1957073073,sadness,@thevowel the DS version sucks
1957073201,sadness,what a bad day
1957073753,hate,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs
1957076048,sadness,went to the cd store to search for the cd. But
1957076433,sadness,I miss my mom..  &quot;May angels lead you in&quot;
1957076577,hate,on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;
1957077552,sadness,@chocolovere i feel the same way every day
1957077564,insomnia  ,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.
1957078157,sadness,Sleppytime. Really missing my godfather right now. Love you Wayne
1957078740,sadness,So have a headache right now and it sucks
1957079130,insomnia  ,@JayDz hope ya sleepin well  guys still here
1957079403,sadness,"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please"
1957079496,sadness,"comfort food of the day: pan mee. though, it didnt taste any good.."
1957079568,sadness,misses my baby.
1957079622,insomnia  ,is not sleeping because he has paperwork to do.
1957080579,insomnia  ,I'm poorly and can't sleep
1957082086,insomnia  ,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman."
1957082538,hate,@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw]
1957082926,sadness,has work tom.
1957083616,sadness,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm
1957083641,anger,fuckin'm transtelecom
1957083786,boredom,"is really, really bored... I guess I will go to bed"
1957084166,sadness,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.
1957084446,sadness,@nickkk_ that sucks!
1957084638,sadness,Having Fever  dont feel to work
1957084742,insomnia  ,"Taking Horse Pills, hoping I can get some sleep tonight"
1957084945,sadness,missing @MeLDiBiAsE...6 days can't pass quick enough
1957085151,hate,@juliaiiivir Hey! That's my school! I hate that place.
1957085211,sadness,"Working from home today, my back is killing me  Doctor and then physio after later today."
1957087793,sadness,Missing you all deeply
1957088224,sadness,"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you."
1957089208,sadness,I don't want her to leave..
1957089935,anger,Working   But it's Fridaaaayyyyy
1957090408,sadness,"@KaliyahPjones lmao...thats sad, kinda discourages me 4rom goin if the shit's wack"
1957090496,sadness,@WillyNorthpole I wish I was there
1957090643,sadness,"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end..."
1957091327,sadness,morning again! I hate mornings. So offensive!
1957091372,sadness,bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day
1957092017,sadness,@brianshead waah. We're no longer your peeps.
1957092623,sadness,@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha
1957093471,insomnia  ,Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.
1957093920,sadness,@MariusLT I'm sorry about your bad driving experiences.
1957094323,sadness,Already misses @CMontecillo
1957094812,hate,"plan may changes , nooooooo"
1957094989,hate,my sister is a douchebag
1957096324,sadness,Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!
1957098844,sadness,thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick
1957098983,sadness,"First my work computer, now my home laptop is fucked."
1957100428,sadness,@joek949 It's depressing I'm stuck inside all day
1957100791,sadness,i hate being sick. i miss @cynthiasheree @lucyowns and @larilync
1957102054,sadness,"Woke Up,I Wanna Stay In My bed"
1957102464,sadness,Upsidedown tomato plants died!
1957102562,boredom,So deep its priecing my soul
1957103831,sadness,@ddlovato Caan't Iht Be Earlier? ICant Wait That Long.  Ahar. (:
1957104948,sadness,@prncsztalia why do you hate me!?
1957105472,hate,time for tv in bed.Then spending all day catching up on studying  i hate online summer classes
1957105755,sadness,http://twitpic.com/663vr - Wanted to visit the animals but we were too late
1957106328,sadness,#jonaswebcast i just missed it!!!!
1957106609,hate,Dang it! I REALLY look like crap!! Sigh only had 35mins to shower and 10mins to get ready
1957106916,insomnia  ,So exhausted..can't sleep. I don't like these nights
1957107095,sadness,i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz
1957108151,sadness,@NothinButSin sorry to hear that.
1957109281,sadness,Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face
1957109545,insomnia  ,Cannot sleep. 2+ hours of tossing and turning.
1957110088,anger,Packing  I don't like it..
1957111072,sadness,finished a whole box of ice cream
1957113650,sadness,@chrisontv88 btw I am not a wimp
1957114575,sadness,@queenbmakeup i can't add you on myspace girly  it asks for a last name and email
1957114604,hate,"back at Vienna (  ), sooo tired, luggage lost, Manchester 'd been great - very good outcome from Seminar at MBS &amp; great people around ..."
1957114960,insomnia  ,I don't wanna go back to work   sleepy time.
1957116289,sadness,http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I'm gonna CRY!!!!!!!!
1957117968,sadness,"@johnpopham Morning John, yes I do, however I have a diary clash and sadly can't attend!"
1957118155,sadness,I miss my friend
1957118513,sadness,Yea i just saw this really sad commercial
1957118612,sadness,Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun
1957120549,insomnia  ,Hates having to sleep alone
1957120981,sadness,I loved johnny carson now I'm going to hate seeing jay leno go
1957121259,sadness,even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn't like us happy  haha
1957121970,sadness,@razitul ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though
1957122923,sadness,I didn't get a callback for the play I cried...  oh well I guess it's back to being a techie..
1957123281,insomnia  ,@lunafactor I kinda wish I went with you now!.. I can't fall asleep
1957125620,sadness,@Dakshinamurti Not yet... sorry
1957126750,insomnia  ,FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited
1957127251,hate,@guitar21g @jackie_hussein i have to wake up earlier than i thought.. my dad wants me to take him food at 9AM! no0o0o0o!
1957128473,sadness,um... so I don't think my text msgs have a &quot;subject line&quot; ... I fail
1957128727,sadness,tummy ache.
1957130797,sadness,"@askegg I'm sorry, Andrew. I wish there was something I could do..."
1957131196,sadness,as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol
1957131626,sadness,"@AmandaMallard i'm not at chaseton's either  please don't die, my heart will be really sad"
1957131642,insomnia  ,that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.
1957133923,insomnia  ,"I can't sleep, this is so darn frustrating."
1957134402,sadness,@stormyamorette just one of those days where loneliness creeps up on you slaps you in the face.
1957134460,sadness,RIP kelly  fucccccck
1957135976,sadness,Not feeling too good
1957136360,sadness,Ok. Time to nodd off its gonna be a long day tomorrow. Saying goodbye to my car for good
1957136519,insomnia  ,Taking a nap after work=no sleep right now. The nap felt soooo good but now it seems like a bad idea
1957137074,sadness,i miss oklahomaaaaa  listening to citizen cope til i pass out.
1957139587,sadness,its funny. i'm kinda sad on my last day
1957139854,insomnia  ,Jenny fell asleep and didn't come over
1957140211,sadness,Wishes you had teased me with movie night
1957140443,sadness,@johneast I've missed one this year(!). It's the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.
1957140966,insomnia  ,"this time, i really need to shut it.. i'm going to sleep! my head aches badly and i really can't take it.."
1957141622,sadness,@IvanaE i love it to.. but i knw there gna cut stuff out on tv
1957142001,sadness,@JoannaAngel I do  But Im on a strict diet. . . ugh I feel like if i cheat for one day Ill throw everything up.
1957142715,hate,"Taking back the HORRIBLE shoes my mum made me get.. urgggh. They are some nasty footwear! Problem is, I can't find any other shoes!"
1957143236,sadness,"So Cal Dachshund Rescue found a home for my foster pup, Max. I'm soooooo sad to see him leave"
1957143446,sadness,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8
1957143564,sadness,"off to work now, finish about 9pm  booooo."
1957143679,sadness,Wishes you hadn't teased me with movie night
1957145383,sadness,"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today"
1957145531,hate,night 5 not talking to my victor  i'm so bored at night now. grrrr i hate this shit
1957145817,hate,"gonna get off to try and catch some Z's, no more high school after tomorrow! which really sucks  i wish i didn't have to grow up!"
1957145956,insomnia  ,should be sleeping.  lost my voice a couple day ago.
1957146363,insomnia  ,I was too sleepy earlier and i didnt get to see matt
1957146963,sadness,I just realized I spelled &quot;adorable&quot; wrong when I tweeted @mindykaling she must hate me now
1957147399,sadness,how to have a glowing face? my complexion is always so pale
1957147422,sadness,"Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL"
1957147658,hate,Sooo.....I'm kinda o sick n tired of the bs that guys dish out  !!!!!!!!
1957150332,insomnia  ,"@4EvaAFanOfPaula hun are you okay? I see alot of your posts your exercising like mad,not eating or sleeping"
1957150462,sadness,oh no my tweetdeck is malfunctioning :O il have web will its fixd
1957150576,sadness,"@ElectraX ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)"
1957151064,sadness,@maliciousmandy1 Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of friday
1957151748,sadness,Just got my ass kicked in Tripoly lol  I got such bad cards... i suck
1957152662,sadness,Annnnnnddd another one bites the dust
1957153926,sadness,"on my 42nd written fuck.. i get less ideas every day, and every day"
1957154452,insomnia  ,@A_Lay aww well I just randomly woke up and now I can't sleep! Too many things on my mind
1957154821,hate,i just murdered two fucking mouses!!! now i cant sleep
1957155610,sadness,@hammett I wish I could have time for my xbox  project all tied
1957156484,hate,"sososo bummed, like really bummed, i hate this rain, ruin my date..."
1957156949,hate,"Working late at night on a Dell notebook, Dell's quality has gone down hill, warrenty service sucks too, poor people  buy a Mac instead"
1957158373,insomnia  ,I cant to sleep and tomorrow i must wake up too early
1957158904,sadness,And trash repops.  Getting it tomorrow night I suppose.
1957160024,sadness,feels like crap whenever she lays down. @)(1+-'$#! I hate heartburn &amp; backaches!
1957160410,sadness,@katiefreeze I miss you!!!! It's lonely and empty without you!  http://yfrog.com/3o3zxoj
1957160428,sadness,@lozzyx NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/
1957160631,sadness,Missing Everyone
1957160843,hate,"@calvinharris make the most of pork products while you can, they've fucking stopped importing it here in dubai. bad times"
1957161860,sadness,My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.
1957162285,insomnia  ,I keep on falling asleep when I'm suppose to be awake. I miss my babyy..
1957163152,insomnia  ,I need to wake up earlier so I'm actually tired enough to fall asleep
1957163968,sadness,@wired that is so sad
1957165933,sadness,is still sick  sigh
1957166877,sadness,i feel really weird
1957167519,sadness,my throat hurts  gonna go read and go to bed. text mee!
1957168762,sadness,fjdskal im really frustrated.
1957168966,sadness,Wondering how come mcdonalds take so long to deliver my food.
1957169132,sadness,"@kenyaimagine ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry"
1957169213,sadness,Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!
1957169451,sadness,"@StarOnMaineSt idk lol my head hurts. rly bad. &amp; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit"
1957170232,hate,"WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better  what else is next?"
1957172292,hate,Its weird being at the guy's house without them here. I don't like it
1957173062,sadness,what a beautiful day - shame I've got to spend it in an office
1957174125,sadness,Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be
1957174158,sadness,Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went
1957174207,sadness,http://twitpic.com/664b7 - miss my bestfriend :'( now she left school
1957175219,sadness,Tummy hurts
1957175385,sadness,farewelling an employee tonight...
1957175586,sadness,"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!"
1957175992,sadness,@heavenlyriot Girls are confusing.
1957176048,sadness,@ lyrically_Me   Why would you do that to me?!
1957176357,sadness,Blackout in the city is never good
1957177654,hate,"@mrskutcher  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me"
1957180100,insomnia  ,My tongue still hurts.  I need to sleep!!!
1957180598,sadness,@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon
1957181678,sadness,@t_isfortammy Sad tweets are sad
1957181947,sadness,Have decided I just can't stand @GuyKawasaki's Alltop spam any longer.
1957182382,sadness,i miss rich
1957182504,sadness,Headache of the century coming- I can feel it  Fuck.
1957182827,sadness,disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.
1957183110,insomnia  ,"I want to go back to bed but have a child to look after!  I may sleep all of sunday, my enevitable hangover may require it!"
1957183149,insomnia  ,I just got mad tired so no sex  sleepytime night!
1957183352,boredom,"THIS TWITTER SHIT BORES ME, NOW I C Y I HAVEN'T BEEN ON HERE IN A MONTH"
1957183897,sadness,home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it
1957188146,sadness,@narain Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...
1957188633,hate,Doing a mass cleanout of my room before rearranging it. Just sent mother out to buy me a bin and a bookshelf since mine sucks. Bad mood
1957188800,sadness,@xMyLifesAStoryx rob got lucky that game he beat me 209-205
1957188806,hate,"feeling really sick  watching the fifth element, and about to smoke a cigg. ugh i hate colds!"
1957188950,sadness,home from school had the shitest day today
1957189551,sadness,"@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/"
1957189924,sadness,Sitting by myself. Everyone took the good seats.
1957190291,sadness,@sfannah Ahhhhh  Well at least I'm up to!
1957190952,sadness,@DHughesy ME! oh wait wrong state
1957191331,insomnia  ,Trying to sleep without any pills... Not working. 3am and wide awake. But now it's too late to take them because I'll sleep til 3pm
1957191516,sadness,Sorry was that mean
1957191925,insomnia  ,I can't sleep. I can't find my grandmother's quilt or locket. I'm sick at myself cause I may have lost them somehow. Or they were stolen
1957192397,sadness,"@rscheuer sorry, is only in spanish for the moment"
1957192957,hate,Bummed that F! F! F! broke up
1957194036,insomnia  ,"Feeling so rough today, just want a cuddle and some sleep"
1957194454,sadness,has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda
1957194802,sadness,not well
1957194936,sadness,@Miss_Rain oh what the hell  way to tell me.
1957195244,sadness,@theblackestsea oh crap!!
1957195455,insomnia  ,so carlie came over and she fell asleep on me
1957195949,sadness,@shaundiviney i didnt get the msg!! :'( but i bought princess
1957196825,sadness,"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude..."
1957196855,insomnia  ,"There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor"
1957197786,sadness,@Madush oh my... now im offended.  ha
1957198359,hate,"@StonedSteve yes it was good 2 see them laught at each other,,but that poor lad asking his mum &amp; dad 2 kill him"
1957198814,sadness,The 3d version of Up sold out   regular version it is!
1957199055,sadness,@NickTheIntern my love!!! We still havn't done lunch together like we said we would.. I miss you my friend
1957203878,sadness,now aches &amp; chills have joined the party. Why couldn't the cold just go away? It had to get worse?
1957204970,sadness,bed. with stomach ache
1957206063,sadness,lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one
1957206142,sadness,finally accepting the fact that all cute guys are taken
1957206401,hate,@GoblinZA Can't access your site!
1957207318,sadness,@HazelAngeli @V0TR0N  too bad Vo got me sick I think  &amp; I don't even have meds to feel like you.
1957208462,sadness,Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him.
1957208962,boredom,Not actually managed to purchase anything from the ovi store yet. Constant server error on check out
1957211597,hate,Its so Fucking hot! Damn no air conditioning.
